Timestamp,In which region are you located?,"What is your primary, current technical domain?","During the last 6 months, how much of your work time have you spent writing or reviewing code or documentation?",Which sector best describes your organization?,What size is your organization?,"When evaluating technical tools for use in a project, how heavily do you and/or your team weigh whether a software option was open-source vs. proprietary?","In the past 6 months, how often have you used open-source software for subsurface or other technical processing, modeling, or analysis?","Thinking about the open-source subsurface toolset you used in the past 6 months, what were the main reasons for choosing it over a proprietary alternative?","In the past 6 months, have you encountered a workflow-breaking bug or security vulnerability in a subsurface open-source tool that delayed your project?","Are you a core contributor to any open source repositories? (In any domain, not only subsurface.)
5/19/2026 16:20:43,North America,"Applied sciences, eg economic geology, geophysics",More than 50%,Operating company,1000 to 9999 employees,Lean toward open-source options,Daily,"Cost / No licensing fees, Extensibility (ability to write custom plugins/scripts)","Yes, multiple times",No,,,,,,,,,,,,,,,,,None,"Lack of institutional time, permission, or career incentives, Lack of clear developer documentation or onboarding guidance, Unresponsive or unwelcoming project maintainers",,,Continuously,9,"Yes, frequently",1,1,5,5,Enthusiastic (Viewed as a core competitive advantage),"Expressed a preference for open source software, Joined or associated with open source organizations, Funded open source (via foundation membership, sponsorship of individual developers, donations, etc), Explicitly provided engineering or infrastructure support to open source projects",No,"Yes, with no effect on us","Yes, with no effect on us",No,Fragile / At risk of severe maintainer burnout or code rot,
5/19/2026 17:13:06,North America,"Software engineering, computer science, data science",Less than 20% (one day per week),Independent consultant or freelance,10 to 99 employees,Strongly preferr open-source options,Monthly,Cost / No licensing fees,No,No,,,,,,,,,,,,,,,,,1 or 2,"Lack of institutional time, permission, or career incentives",None of them,Typos and small fixes to documentation,Daily,8,"Yes, frequently",5,5,4,4,"Supportive but passive (Permitted, but not actively strategized)",Expressed a preference for open source software,"Yes, with no effect on us","Yes, with no effect on us","Yes, with no effect on us","Yes, with no effect on us",Critical state (Several tools we use appear abandoned),
5/19/2026 17:33:10,North America,I would say intersection of ML and geophysics as of 2 years ago,More than 50%,Operating company,10 000 or more employees,Lean toward open-source options,Daily,"Transparency and mathematical auditability of the underlying physics/algorithms, Extensibility (ability to write custom plugins/scripts), Better interoperability and alignment with open data standards",No,No,,,,,,,,,,,,,,,,,None,"No barriers, or the need did not arise",,,Continuously,9,"Yes, frequently",4,4,3,2,Enthusiastic (Viewed as a core competitive advantage),None of the above,No,No,No,No,Moderately sustainable (Stable but reliant on a few key individuals/companies),
5/19/2026 18:07:48,North America,"Applied sciences, eg economic geology, geophysics",Between 20% and 50%,Service or technology company,10 to 99 employees,Lean toward open-source options,Daily,"Cost / No licensing fees, Transparency and mathematical auditability of the underlying physics/algorithms, Extensibility (ability to write custom plugins/scripts)",No,No,,,,,,,,,,,,,,,,,More than 10,"Lack of institutional time, permission, or career incentives",None of them,More substantial fixes to documentation or comments,Daily,2,"Yes, frequently",5,5,4,4,Enthusiastic (Viewed as a core competitive advantage),"Expressed a preference for open source software, Defined a clear and visible open source strategy, Defined a public position on open source",No,No,No,No,Moderately sustainable (Stable but reliant on a few key individuals/companies),
5/19/2026 18:15:12,North America,"Applied sciences, eg economic geology, geophysics",Less than 20% (one day per week),Service or technology company,1 to 9 employees,Lean toward open-source options,Daily,"Cost / No licensing fees, Transparency and mathematical auditability of the underlying physics/algorithms, Extensibility (ability to write custom plugins/scripts)",No,No,,,,,,,,,,,,,,,,,None,"I did not know, or was not sure, that I could contribute, Lack of institutional time, permission, or career incentives, No barriers, or the need did not arise",,,Daily,7,"No, I don't code",3,3,5,3,"Supportive but passive (Permitted, but not actively strategized)",None of the above,No,No,No,No,Moderately sustainable (Stable but reliant on a few key individuals/companies),"Claude, in particular, has opened previously (effectively) inaccessible open-source code to be adopted where before it seemed only the authors could implement. I expect the demise of high-end, commercial 3D geoscience software in only a few years."
5/19/2026 18:15:15,North America,"Applied sciences, eg economic geology, geophysics",Between 20% and 50%,Independent consultant or freelance,1 to 9 employees,Strongly preferr open-source options,Daily,Transparency and mathematical auditability of the underlying physics/algorithms,No,No,,,,,,,,,,,,,,,,,None,Unresponsive or unwelcoming project maintainers,,,Weekly,6,"Yes, frequently",3,2,3,2,Enthusiastic (Viewed as a core competitive advantage),"Expressed a preference for open source software, Joined or associated with open source organizations","Yes, with negative effects on us",No,"Yes, with no effect on us",No,Fragile / At risk of severe maintainer burnout or code rot,
5/19/2026 20:02:56,Europe,"Applied sciences, eg economic geology, geophysics",Less than 20% (one day per week),Academia or research institute,1000 to 9999 employees,Strongly preferr open-source options,Weekly,"Cost / No licensing fees, Better interoperability and alignment with open data standards, There are no proprietary alternatives","Yes, multiple times",No,,,,,,,,,,,,,,,,,None,"I did not know, or was not sure, that I could contribute, Lack of institutional time, permission, or career incentives, Lack of clear developer documentation or onboarding guidance",,,Daily,7,"Yes, occasionally",3,3,4,4,Skeptical / Risk-averse (Preferred proprietary alternatives due to liability concerns),None of the above,"Yes, with negative effects on us",No,No,No,Moderately sustainable (Stable but reliant on a few key individuals/companies),
5/19/2026 20:31:17,Europe,"Software engineering, computer science, data science",More than 50%,Service or technology company,1 to 9 employees,Strongly preferr open-source options,Weekly,"Cost / No licensing fees, Transparency and mathematical auditability of the underlying physics/algorithms, Better interoperability and alignment with open data standards",No,No,,,,,,,,,,,,,,,,,None,"No barriers, or the need did not arise",,,Weekly,3,"Yes, occasionally",4,1,2,1,Indifferent or unaware,None of the above,No,No,No,No,Fragile / At risk of severe maintainer burnout or code rot,
5/19/2026 20:53:05,North America,"Software engineering, computer science, data science",More than 50%,Service or technology company,10 to 99 employees,Strongly preferr open-source options,Daily,"Cost / No licensing fees, Transparency and mathematical auditability of the underlying physics/algorithms, Better interoperability and alignment with open data standards",No,No,,,,,,,,,,,,,,,,,None,"I did not know, or was not sure, that I could contribute, No barriers, or the need did not arise",,,Continuously,7,"Yes, frequently",3,1,4,4,Enthusiastic (Viewed as a core competitive advantage),None of the above,No,No,No,No,Fragile / At risk of severe maintainer burnout or code rot,"Similar to AI reducing the barrier to entry for non-programmers to contribute to OSS subsurface projects, it reduces the barrier for entry for non-subsurface-scientists who are programmers. AI’s understanding of science is getting better and better. Citations are improving. It’s a really incredible time!"
5/19/2026 20:56:01,North America,"Applied sciences, eg economic geology, geophysics",More than 50%,Academia or research institute,10 000 or more employees,Strongly preferr open-source options,Weekly,"Cost / No licensing fees, Transparency and mathematical auditability of the underlying physics/algorithms, Extensibility (ability to write custom plugins/scripts)",Unsure,"Yes, more than one","Yes, more than one",2 to 5 others,Fully supported and done during my paid organizational working hours,Joint Industry Projects (JIPs) / Corporate consortiums,Hopeful,So-so,So-so,Nervous,Anxious or exposed,So-so,Nervous,So-so,Hopeful,So-so,Hopeful,Hopeful,1 or 2,Unresponsive or unwelcoming project maintainers,None of them,"CI/CD, infrastructure or devops support",Never,1,"No, I code but I don't use AI for programming tasks",1,1,2,2,Enthusiastic (Viewed as a core competitive advantage),"Expressed a preference for open source software, Defined a clear and visible open source strategy, Joined or associated with open source organizations, Explicitly provided engineering or infrastructure support to open source projects, Defined a public position on open source",No,No,No,No,Fragile / At risk of severe maintainer burnout or code rot,"My main concern regarding the current state of open-source is how the expectations of almost everyone has shifted to ""code and ship fast"", especially since LLM tools allow people to quickly generate code that _seems_ like the right solution to the problem.

Even if we have a machine to produce code much faster than before, the work needed to guarantee that such code is well-engineered (has good quality, good design, is reliable, _fails well_, etc.) it's still tied to human capacity. Such capacity requires time to be built, proper learning of foundational knowledge, and mentoring. I see a shift of priorities in our environment: slow processes (learning, mentoring, producing high quality products) now take less attention than shipping features and producing results faster."
5/19/2026 21:22:05,Asia,"Applied sciences, eg economic geology, geophysics",I don't write or review code or documentation,Operating company,1000 to 9999 employees,Lean toward proprietary options,Rarely,There are no proprietary alternatives,Unsure,No,,,,,,,,,,,,,,,,,None,"No barriers, or the need did not arise",,,Weekly,6,"No, I don't code",1,1,4,4,Indifferent or unaware,None of the above,"Yes, with negative effects on us",No,No,"Yes, with negative effects on us",Fragile / At risk of severe maintainer burnout or code rot,
5/19/2026 21:28:22,North America,"Software engineering, computer science, data science",More than 50%,Service or technology company,1 to 9 employees,Lean toward open-source options,Daily,"Cost / No licensing fees, Better interoperability and alignment with open data standards",No,No,,,,,,,,,,,,,,,,,None,"Lack of institutional time, permission, or career incentives, No barriers, or the need did not arise",,,Rarely,4,"Yes, occasionally",4,1,3,3,Indifferent or unaware,None of the above,No,No,No,No,Moderately sustainable (Stable but reliant on a few key individuals/companies),
5/19/2026 21:35:39,Europe,"Applied sciences, eg economic geology, geophysics",Less than 20% (one day per week),Academia or research institute,10 000 or more employees,Strongly preferr open-source options,Daily,"Cost / No licensing fees, Transparency and mathematical auditability of the underlying physics/algorithms, Extensibility (ability to write custom plugins/scripts)",No,"Yes, one","Yes, all of them",2 to 5 others,Fully supported and done during my paid organizational working hours,Public academic grants or government-funded research initiatives,Hopeful,Hopeful,Hopeful,So-so,So-so,Excited or safe,So-so,So-so,Hopeful,Hopeful,Hopeful,Hopeful,3 to 5,"Lack of institutional time, permission, or career incentives, Lack of clear developer documentation or onboarding guidance",All of them,"Non-critical bug fixes, Features",Continuously,7,"Yes, frequently",3,4,5,4,"Supportive but passive (Permitted, but not actively strategized)",Expressed a preference for open source software,No,No,"Yes, with negative effects on us",No,Fragile / At risk of severe maintainer burnout or code rot,Maintaining OSS and securing funding is difficult. Sustainable funding options are urgently needed to keep the momentum.
5/19/2026 21:55:16,Europe,"Reservoir engineering, geomodeling",Less than 20% (one day per week),Academia or research institute,10 000 or more employees,Lean toward open-source options,Monthly,"Cost / No licensing fees, Transparency and mathematical auditability of the underlying physics/algorithms, Extensibility (ability to write custom plugins/scripts)",No,No,,,,,,,,,,,,,,,,,None,"No barriers, or the need did not arise",,,Weekly,7,"Yes, occasionally",5,5,4,3,"Supportive but passive (Permitted, but not actively strategized)","Expressed a preference for open source software, Funded open source (via foundation membership, sponsorship of individual developers, donations, etc)",No,No,No,No,Fragile / At risk of severe maintainer burnout or code rot,
5/19/2026 23:17:19,North America,"Applied sciences, eg economic geology, geophysics",More than 50%,Operating company,10 000 or more employees,Lean toward proprietary options,Weekly,"Cost / No licensing fees, Transparency and mathematical auditability of the underlying physics/algorithms, Better interoperability and alignment with open data standards",No,No,,,,,,,,,,,,,,,,,None,"Lack of institutional time, permission, or career incentives",,,Daily,3,"Yes, frequently",3,3,2,2,Skeptical / Risk-averse (Preferred proprietary alternatives due to liability concerns),None of the above,No,No,No,No,Fragile / At risk of severe maintainer burnout or code rot,
5/20/2026 1:03:24,North America,"Applied sciences, eg economic geology, geophysics",More than 50%,Service or technology company,10 000 or more employees,Strongly preferr open-source options,Daily,"Cost / No licensing fees, Transparency and mathematical auditability of the underlying physics/algorithms, Extensibility (ability to write custom plugins/scripts)",No,No,,,,,,,,,,,,,,,,,None,"No barriers, or the need did not arise",,,Daily,7,"No, I don't code",3,3,5,5,Enthusiastic (Viewed as a core competitive advantage),Expressed a preference for open source software,No,No,No,No,Moderately sustainable (Stable but reliant on a few key individuals/companies),
5/20/2026 2:00:42,North America,"Applied sciences, eg economic geology, geophysics",Less than 20% (one day per week),Academia or research institute,10 000 or more employees,Strongly preferr open-source options,Daily,"Transparency and mathematical auditability of the underlying physics/algorithms, Extensibility (ability to write custom plugins/scripts)",Unsure,"Yes, more than one","Yes, all of them",More than 5 others,Fully supported and done during my paid organizational working hours,"Purely unfunded, volunteer in-kind developer time",Nervous,Hopeful,Excited or safe,Excited or safe,So-so,So-so,So-so,So-so,Hopeful,Excited or safe,So-so,Nervous,1 or 2,"No barriers, or the need did not arise",All of them,Non-critical bug fixes,Weekly,5,"Yes, occasionally",2,2,3,3,"Supportive but passive (Permitted, but not actively strategized)","Joined or associated with open source organizations, Implemented an Open Source Program Office (OSPO) or similar open source team",No,No,No,No,Fragile / At risk of severe maintainer burnout or code rot,
5/20/2026 2:22:34,Asia,"Well / field / site related (operations, drilling)",I don't write or review code or documentation,Independent consultant or freelance,1 to 9 employees,Neutral / No weight,Rarely,There are no proprietary alternatives,Unsure,No,,,,,,,,,,,,,,,,,None,"I did not know, or was not sure, that I could contribute",,,Continuously,5,"Yes, occasionally",5,5,5,5,Indifferent or unaware,None of the above,"Yes, with negative effects on us",No,"Yes, with negative effects on us","Yes, with negative effects on us",Fragile / At risk of severe maintainer burnout or code rot,I see an issue of awareness (critical mass). Most if not all opem source software are only known to the few who’s genuinely interested. Beyond that it is largely veil from the larger audience who sits behind corporate high walls. More due to ignorance and corporate cordoning than anything else.
5/20/2026 3:00:11,Australasia,"Applied sciences, eg economic geology, geophysics",Between 20% and 50%,Government or regulatory body,10 to 99 employees,Lean toward open-source options,Daily,"Transparency and mathematical auditability of the underlying physics/algorithms, Extensibility (ability to write custom plugins/scripts)",No,No,,,,,,,,,,,,,,,,,None,"Lack of institutional time, permission, or career incentives",,,Continuously,7,"Yes, frequently",3,4,4,2,"Supportive but passive (Permitted, but not actively strategized)",None of the above,No,No,No,No,Moderately sustainable (Stable but reliant on a few key individuals/companies),
5/20/2026 3:39:54,North America,"Applied sciences, eg economic geology, geophysics",More than 50%,Operating company,100 to 999 employees,Strongly preferr open-source options,Daily,"Transparency and mathematical auditability of the underlying physics/algorithms, Extensibility (ability to write custom plugins/scripts), There are no proprietary alternatives","Yes, multiple times",No,,,,,,,,,,,,,,,,,3 to 5,"Overly complex contribution pipelines (e.g., confusing CLA sign-offs, rigid CI/CD testing), Unresponsive or unwelcoming project maintainers",All of them,"Non-critical bug fixes, Features, Added new tests",Continuously,7,"Yes, frequently",4,4,5,5,Enthusiastic (Viewed as a core competitive advantage),"Expressed a preference for open source software, Defined a clear and visible open source strategy, Funded open source (via foundation membership, sponsorship of individual developers, donations, etc), Explicitly provided engineering or infrastructure support to open source projects, Defined a public position on open source",No,No,"Yes, with negative effects on us","Yes, with no effect on us",Moderately sustainable (Stable but reliant on a few key individuals/companies),
5/20/2026 4:15:18,Australasia,"Applied sciences, eg economic geology, geophysics",Between 20% and 50%,Independent consultant or freelance,1 to 9 employees,Strongly preferr open-source options,Daily,"Cost / No licensing fees, Transparency and mathematical auditability of the underlying physics/algorithms, Extensibility (ability to write custom plugins/scripts)",No,"Yes, more than one","Yes, more than one",There are no other core contributors,Entirely unsupported (done on my own personal/volunteer time),"Purely unfunded, volunteer in-kind developer time",Hopeful,Hopeful,Hopeful,So-so,Nervous,So-so,Nervous,Nervous,So-so,So-so,Nervous,So-so,3 to 5,"No barriers, or the need did not arise",All of them,"Created issues or enhancment requests, Non-critical bug fixes",Continuously,5,"Yes, frequently",3,3,4,2,Enthusiastic (Viewed as a core competitive advantage),Expressed a preference for open source software,No,No,No,No,Moderately sustainable (Stable but reliant on a few key individuals/companies),
5/20/2026 5:15:40,Australasia,"Applied sciences, eg economic geology, geophysics",Between 20% and 50%,Service or technology company,100 to 999 employees,Neutral / No weight,Weekly,"Cost / No licensing fees, Extensibility (ability to write custom plugins/scripts)",Unsure,No,,,,,,,,,,,,,,,,,None,"No barriers, or the need did not arise",,,Rarely,5,"Yes, occasionally",4,5,4,4,"Supportive but passive (Permitted, but not actively strategized)",None of the above,"Yes, with negative effects on us",No,"Yes, with negative effects on us",No,Moderately sustainable (Stable but reliant on a few key individuals/companies),
5/20/2026 6:54:09,Europe,"Applied sciences, eg economic geology, geophysics",More than 50%,Operating company,10 to 99 employees,Lean toward open-source options,Daily,"Cost / No licensing fees, Transparency and mathematical auditability of the underlying physics/algorithms, Extensibility (ability to write custom plugins/scripts)",No,No,,,,,,,,,,,,,,,,,1 or 2,"Lack of institutional time, permission, or career incentives",All of them,Created issues or enhancment requests,Daily,7,"Yes, frequently",2,2,4,2,Indifferent or unaware,None of the above,No,No,No,No,Moderately sustainable (Stable but reliant on a few key individuals/companies),
5/20/2026 9:27:01,Europe,"Applied sciences, eg economic geology, geophysics",I don't write or review code or documentation,Independent consultant or freelance,1 to 9 employees,Strongly prefer proprietary options,Rarely,Extensibility (ability to write custom plugins/scripts),Unsure,No,,,,,,,,,,,,,,,,,None,"No barriers, or the need did not arise",,,Rarely,2,"No, I don't code",4,4,4,3,Skeptical / Risk-averse (Preferred proprietary alternatives due to liability concerns),None of the above,No,No,No,No,Moderately sustainable (Stable but reliant on a few key individuals/companies),
5/20/2026 9:42:20,Australasia,"Applied sciences, eg economic geology, geophysics",More than 50%,Operating company,10 000 or more employees,Strongly preferr open-source options,Daily,"Transparency and mathematical auditability of the underlying physics/algorithms, Better interoperability and alignment with open data standards, There are no proprietary alternatives",No,"Yes, more than one","Yes, more than one",There are no other core contributors,Entirely unsupported (done on my own personal/volunteer time),"Purely unfunded, volunteer in-kind developer time",So-so,So-so,So-so,So-so,So-so,Hopeful,So-so,So-so,So-so,So-so,So-so,So-so,More than 10,"Lack of institutional time, permission, or career incentives",Most of them,"Created issues or enhancment requests, Typos and small fixes to documentation, More substantial fixes to documentation or comments, Non-critical bug fixes, Critical bug fixes, Features, Improved existing tests, Added new tests, Data contributions, Structured user testing and feedback, CI/CD, infrastructure or devops support, Administrative support, fundraising, or project steering",Daily,6,"Yes, frequently",1,1,5,4,"Supportive but passive (Permitted, but not actively strategized)","Expressed a preference for open source software, Joined or associated with open source organizations","Yes, with negative effects on us","Yes, with negative effects on us","Yes, with negative effects on us",No,Moderately sustainable (Stable but reliant on a few key individuals/companies),
5/20/2026 11:34:47,Australasia,"Applied sciences, eg economic geology, geophysics",Between 20% and 50%,Operating company,10 000 or more employees,Strongly preferr open-source options,Weekly,"Cost / No licensing fees, Transparency and mathematical auditability of the underlying physics/algorithms, Extensibility (ability to write custom plugins/scripts)",No,No,,,,,,,,,,,,,,,,,3 to 5,"Lack of institutional time, permission, or career incentives, Lack of clear developer documentation or onboarding guidance, No barriers, or the need did not arise",All of them,Created issues or enhancment requests,Weekly,4,"Yes, occasionally",5,3,5,2,"Supportive but passive (Permitted, but not actively strategized)",None of the above,No,No,No,No,Moderately sustainable (Stable but reliant on a few key individuals/companies),"The commercial benefit of open source software (OSS) is significant (https://www.hbs.edu/faculty/Pages/item.aspx?num=65230). This has not been well communicated to funding agencies, although it should be a focus point of any OSS communication with the intention of securing greater funding support for OSS. 

A key risk to industry of OSS is continuity and on-going support. Mitigating this risk is at the core of developing trusted OSS. e.g. of such trusted OSS are Generic Mapping  Tools, pyGIMLi"
5/20/2026 12:03:19,Europe,"Applied sciences, eg economic geology, geophysics",Between 20% and 50%,Independent consultant or freelance,100 to 999 employees,Lean toward proprietary options,Daily,"Transparency and mathematical auditability of the underlying physics/algorithms, Extensibility (ability to write custom plugins/scripts), There are no proprietary alternatives",No,No,,,,,,,,,,,,,,,,,None,"Lack of institutional time, permission, or career incentives",,,Weekly,5,"Yes, frequently",4,5,5,5,"Supportive but passive (Permitted, but not actively strategized)",Expressed a preference for open source software,"Yes, with negative effects on us",No,"Yes, with negative effects on us",No,Fragile / At risk of severe maintainer burnout or code rot,"Concerned that the golden age is coming to an end - there's a noticeable reduction in funding and release from large organisations. Equinor is a good example, the period 2017-2023 was a bright moment of things like SEGYIO. 

Concern that with the rise of vibe coding, the volume of hack fixes being pushed to unstable untested releases (no dependency checks on wider code modules) is going to push people away from adoption of open source code if there is too much variety, and a lack of guarantee of reliability and maintenance. "
5/20/2026 13:38:19,Europe,"Applied sciences, eg economic geology, geophysics",Between 20% and 50%,Service or technology company,1 to 9 employees,Lean toward proprietary options,Monthly,"Cost / No licensing fees, There are no proprietary alternatives",No,No,,,,,,,,,,,,,,,,,None,"I did not know, or was not sure, that I could contribute, Lack of institutional time, permission, or career incentives",,,Weekly,6,"Yes, occasionally",4,4,4,4,Skeptical / Risk-averse (Preferred proprietary alternatives due to liability concerns),None of the above,No,No,No,No,Fragile / At risk of severe maintainer burnout or code rot,
5/20/2026 17:08:47,North America,"Applied sciences, eg economic geology, geophysics",Between 20% and 50%,Service or technology company,10 to 99 employees,Lean toward open-source options,Daily,"Transparency and mathematical auditability of the underlying physics/algorithms, Extensibility (ability to write custom plugins/scripts)","Yes, multiple times",No,,,,,,,,,,,,,,,,,None,"No barriers, or the need did not arise",,,Weekly,4,"Yes, occasionally",4,4,3,4,Enthusiastic (Viewed as a core competitive advantage),"Expressed a preference for open source software, Defined a clear and visible open source strategy, Joined or associated with open source organizations, Funded open source (via foundation membership, sponsorship of individual developers, donations, etc), Explicitly provided engineering or infrastructure support to open source projects, Defined a public position on open source",No,No,No,No,Moderately sustainable (Stable but reliant on a few key individuals/companies),
5/20/2026 19:21:22,Europe,"Software engineering, computer science, data science",More than 50%,Government or regulatory body,10 000 or more employees,Lean toward open-source options,Weekly,"Cost / No licensing fees, Extensibility (ability to write custom plugins/scripts)",Unsure,No,,,,,,,,,,,,,,,,,None,"Lack of institutional time, permission, or career incentives",,,Continuously,8,"No, I don't code",2,2,4,5,Indifferent or unaware,None of the above,No,No,No,No,Fragile / At risk of severe maintainer burnout or code rot,
5/20/2026 22:30:58,North America,"Applied sciences, eg economic geology, geophysics",Between 20% and 50%,Academia or research institute,10 to 99 employees,Strongly preferr open-source options,Daily,"Cost / No licensing fees, Transparency and mathematical auditability of the underlying physics/algorithms, Extensibility (ability to write custom plugins/scripts)",No,No,,,,,,,,,,,,,,,,,3 to 5,"Lack of institutional time, permission, or career incentives",All of them,"Features, Added new tests",Daily,5,"Yes, occasionally",4,4,5,5,Enthusiastic (Viewed as a core competitive advantage),"Expressed a preference for open source software, Defined a clear and visible open source strategy",No,No,No,No,Moderately sustainable (Stable but reliant on a few key individuals/companies),"I am not concerned with use of AI in open-source workflows. I am concerned with use by people who don't understand the output and use AI for a ""one shot"" approach to programming."
5/20/2026 23:10:34,Europe,"Software engineering, computer science, data science",Between 20% and 50%,Operating company,10 000 or more employees,Lean toward open-source options,Rarely,"Cost / No licensing fees, Transparency and mathematical auditability of the underlying physics/algorithms, Better interoperability and alignment with open data standards",Unsure,No,,,,,,,,,,,,,,,,,1 or 2,"I did not know, or was not sure, that I could contribute",None of them,"Typos and small fixes to documentation, Improved existing tests, Added new tests",Daily,7,"Yes, frequently",3,4,3,4,"Supportive but passive (Permitted, but not actively strategized)",Expressed a preference for open source software,No,No,No,No,Moderately sustainable (Stable but reliant on a few key individuals/companies),
5/20/2026 23:12:02,North America,"Software engineering, computer science, data science",Less than 20% (one day per week),Operating company,10 to 99 employees,Neutral / No weight,Monthly,Cost / No licensing fees,No,No,,,,,,,,,,,,,,,,,None,"I did not know, or was not sure, that I could contribute, Lack of institutional time, permission, or career incentives",,,Weekly,4,"Yes, occasionally",5,5,4,4,"Supportive but passive (Permitted, but not actively strategized)","Expressed a preference for open source software, Defined a clear and visible open source strategy",No,No,No,No,Moderately sustainable (Stable but reliant on a few key individuals/companies),
5/21/2026 1:36:52,Australasia,"Applied sciences, eg economic geology, geophysics",Less than 20% (one day per week),Government or regulatory body,100 to 999 employees,Neutral / No weight,Weekly,"Cost / No licensing fees, Extensibility (ability to write custom plugins/scripts), Better interoperability and alignment with open data standards","Yes, multiple times",No,,,,,,,,,,,,,,,,,1 or 2,"I did not know, or was not sure, that I could contribute",None of them,Created issues or enhancment requests,Weekly,5,"Yes, occasionally",5,5,5,3,Indifferent or unaware,None of the above,No,"Yes, with negative effects on us","Yes, with negative effects on us",No,Critical state (Several tools we use appear abandoned),
5/21/2026 2:47:56,Australasia,"Applied sciences, eg economic geology, geophysics",Less than 20% (one day per week),Independent consultant or freelance,1 to 9 employees,Lean toward open-source options,Monthly,"Cost / No licensing fees, Transparency and mathematical auditability of the underlying physics/algorithms, Extensibility (ability to write custom plugins/scripts)",No,No,,,,,,,,,,,,,,,,,None,"No barriers, or the need did not arise",,,,4,"Yes, occasionally",5,5,3,4,Indifferent or unaware,None of the above,No,No,No,No,Fragile / At risk of severe maintainer burnout or code rot,
