Timestamp,In which region are you located?,"What is your primary, current technical domain?","During the last 6 months, how much of your work time have you spent writing or reviewing code or documentation?",Which sector best describes your organization?,What size is your organization?,"When evaluating technical tools for use in a project, how heavily do you and/or your team weigh whether a software option was open-source vs. proprietary?","In the past 6 months, how often have you used open-source software for subsurface or other technical processing, modeling, or analysis?","Thinking about the open-source subsurface toolset you used in the past 6 months, what were the main reasons for choosing it over a proprietary alternative?","In the past 6 months, have you encountered a workflow-breaking bug or security vulnerability in a subsurface open-source tool that delayed your project?","Are you a core contributor to any open source repositories? (In any domain, not only subsurface.)
5/21/2026 2:50:19,Asia,"Software engineering, computer science, data science",Between 20% and 50%,Government or regulatory body,100 to 999 employees,Lean toward proprietary options,Monthly,"Transparency and mathematical auditability of the underlying physics/algorithms, Better interoperability and alignment with open data standards",No,"Yes, one",No,2 to 5 others,Partially supported (done occasionally/informally during working hours),Public academic grants or government-funded research initiatives,Hopeful,Hopeful,Hopeful,Hopeful,Excited or safe,Excited or safe,So-so,Nervous,Anxious or exposed,So-so,So-so,Anxious or exposed,More than 10,"Lack of institutional time, permission, or career incentives, Overly complex contribution pipelines (e.g., confusing CLA sign-offs, rigid CI/CD testing)",A few of them,"Created issues or enhancment requests, Typos and small fixes to documentation, Data contributions, CI/CD, infrastructure or devops support",Continuously,10,"Yes, frequently",5,5,5,3,"Supportive but passive (Permitted, but not actively strategized)","Expressed a preference for open source software, Defined a clear and visible open source strategy, Explicitly provided engineering or infrastructure support to open source projects, Implemented an Open Source Program Office (OSPO) or similar open source team, Defined a public position on open source",No,No,"Yes, with positive effects on us",No,Moderately sustainable (Stable but reliant on a few key individuals/companies),AI is reshaping software industry. The way to develop tools and data will be broadly adopted by non-computer science background users.
5/21/2026 4:16:23,Asia,"Software engineering, computer science, data science",More than 50%,Service or technology company,10 000 or more employees,Lean toward proprietary options,Rarely,"Cost / No licensing fees, Transparency and mathematical auditability of the underlying physics/algorithms, Extensibility (ability to write custom plugins/scripts)",No,No,,,,,,,,,,,,,,,,,None,"Lack of institutional time, permission, or career incentives",,,Daily,6,"Yes, occasionally",4,3,4,2,Enthusiastic (Viewed as a core competitive advantage),"Joined or associated with open source organizations, Funded open source (via foundation membership, sponsorship of individual developers, donations, etc)",No,No,No,No,Moderately sustainable (Stable but reliant on a few key individuals/companies),
5/21/2026 11:48:48,Europe,"Software engineering, computer science, data science",Less than 20% (one day per week),Service or technology company,1 to 9 employees,Lean toward proprietary options,Rarely,Cost / No licensing fees,Unsure,No,,,,,,,,,,,,,,,,,None,"I did not know, or was not sure, that I could contribute",,,Continuously,5,"No, I don't code",3,3,3,3,Enthusiastic (Viewed as a core competitive advantage),None of the above,No,No,No,No,Moderately sustainable (Stable but reliant on a few key individuals/companies),
5/22/2026 2:33:31,North America,"Applied sciences, eg economic geology, geophysics",Between 20% and 50%,Service or technology company,10 000 or more employees,Lean toward open-source options,Daily,"Extensibility (ability to write custom plugins/scripts), Better interoperability and alignment with open data standards",No,"Yes, one",No,There are no other core contributors,Partially supported (done occasionally/informally during working hours),"A single industry source, eg private company",Excited or safe,Excited or safe,So-so,So-so,So-so,Excited or safe,Anxious or exposed,So-so,Hopeful,So-so,So-so,Nervous,1 or 2,"No barriers, or the need did not arise",None of them,"Created issues or enhancment requests, Typos and small fixes to documentation, Non-critical bug fixes",Continuously,6,"Yes, occasionally",5,3,5,4,"Supportive but passive (Permitted, but not actively strategized)",None of the above,No,No,No,No,Fragile / At risk of severe maintainer burnout or code rot,Small steps at a big org…
5/22/2026 18:17:24,Europe,"Applied sciences, eg economic geology, geophysics",More than 50%,Operating company,10 000 or more employees,Neutral / No weight,Daily,Transparency and mathematical auditability of the underlying physics/algorithms,No,"Yes, one",No,There are no other core contributors,Entirely unsupported (done on my own personal/volunteer time),"Purely unfunded, volunteer in-kind developer time",Hopeful,Hopeful,Nervous,So-so,Nervous,Excited or safe,So-so,So-so,So-so,Nervous,Hopeful,Excited or safe,None,"Lack of institutional time, permission, or career incentives",,,Continuously,8,"Yes, frequently",5,3,5,2,Skeptical / Risk-averse (Preferred proprietary alternatives due to liability concerns),Defined a clear and visible open source strategy,No,No,"Yes, with negative effects on us",No,Moderately sustainable (Stable but reliant on a few key individuals/companies),
5/22/2026 22:10:59,Europe,"Applied sciences, eg economic geology, geophysics",Between 20% and 50%,Operating company,10 000 or more employees,Lean toward proprietary options,Weekly,Extensibility (ability to write custom plugins/scripts),No,"Yes, more than one","Yes, one",There are no other core contributors,Partially supported (done occasionally/informally during working hours),"Purely unfunded, volunteer in-kind developer time",Hopeful,So-so,Nervous,So-so,Nervous,So-so,Nervous,Anxious or exposed,Anxious or exposed,Anxious or exposed,Anxious or exposed,Anxious or exposed,3 to 5,"Lack of institutional time, permission, or career incentives",Most of them,Structured user testing and feedback,Continuously,7,"Yes, frequently",3,4,5,5,Enthusiastic (Viewed as a core competitive advantage),Explicitly provided engineering or infrastructure support to open source projects,No,No,No,"Yes, with negative effects on us",Moderately sustainable (Stable but reliant on a few key individuals/companies),
5/23/2026 16:42:25,Europe,"Applied sciences, eg economic geology, geophysics",Less than 20% (one day per week),Service or technology company,10 to 99 employees,Neutral / No weight,Monthly,"Cost / No licensing fees, There are no proprietary alternatives",No,No,,,,,,,,,,,,,,,,,None,"No barriers, or the need did not arise",,,Daily,5,"Yes, frequently",3,3,5,5,Indifferent or unaware,None of the above,No,No,No,No,Moderately sustainable (Stable but reliant on a few key individuals/companies),
5/23/2026 17:45:06,Europe,"Applied sciences, eg economic geology, geophysics",More than 50%,Academia or research institute,100 to 999 employees,Strongly preferr open-source options,Daily,"Cost / No licensing fees, Transparency and mathematical auditability of the underlying physics/algorithms, Extensibility (ability to write custom plugins/scripts)",No,"Yes, more than one","Yes, all of them",2 to 5 others,Partially supported (done occasionally/informally during working hours),Public academic grants or government-funded research initiatives,Hopeful,Hopeful,Hopeful,Hopeful,Hopeful,Hopeful,Hopeful,Hopeful,Hopeful,Hopeful,Hopeful,Hopeful,More than 10,"No barriers, or the need did not arise",All of them,"Created issues or enhancment requests, Typos and small fixes to documentation, More substantial fixes to documentation or comments, Non-critical bug fixes, Critical bug fixes, Features, Improved existing tests, Added new tests, Structured user testing and feedback, CI/CD, infrastructure or devops support, Administrative support, fundraising, or project steering",Daily,7,"Yes, frequently",5,5,5,5,Enthusiastic (Viewed as a core competitive advantage),None of the above,No,No,No,No,Moderately sustainable (Stable but reliant on a few key individuals/companies),
5/23/2026 20:57:03,North America,"Applied sciences, eg economic geology, geophysics",More than 50%,Academia or research institute,100 to 999 employees,Strongly preferr open-source options,Daily,"Extensibility (ability to write custom plugins/scripts), Better interoperability and alignment with open data standards",No,"Yes, more than one","Yes, one",2 to 5 others,Partially supported (done occasionally/informally during working hours),Public academic grants or government-funded research initiatives,Hopeful,Hopeful,Hopeful,Hopeful,Excited or safe,Excited or safe,Hopeful,Hopeful,Excited or safe,So-so,So-so,So-so,3 to 5,"Lack of institutional time, permission, or career incentives, Overly complex contribution pipelines (e.g., confusing CLA sign-offs, rigid CI/CD testing)",A few of them,"Created issues or enhancment requests, Typos and small fixes to documentation, Features",Daily,7,"Yes, frequently",1,1,4,5,"Supportive but passive (Permitted, but not actively strategized)",None of the above,No,No,No,No,Moderately sustainable (Stable but reliant on a few key individuals/companies),
5/24/2026 0:49:01,Europe,"Software engineering, computer science, data science",Between 20% and 50%,Operating company,1000 to 9999 employees,Strongly preferr open-source options,Weekly,"Transparency and mathematical auditability of the underlying physics/algorithms, Extensibility (ability to write custom plugins/scripts)",No,"Yes, one","Yes, one",One other,Entirely unsupported (done on my own personal/volunteer time),Public academic grants or government-funded research initiatives,So-so,So-so,So-so,Hopeful,So-so,So-so,Hopeful,Hopeful,So-so,So-so,Nervous,Nervous,More than 10,"No barriers, or the need did not arise",All of them,"Typos and small fixes to documentation, More substantial fixes to documentation or comments, Features, Added new tests",Continuously,5,"Yes, frequently",2,2,4,3,Indifferent or unaware,"Funded open source (via foundation membership, sponsorship of individual developers, donations, etc)",No,No,No,No,Moderately sustainable (Stable but reliant on a few key individuals/companies),
5/24/2026 4:34:52,North America,"Applied sciences, eg economic geology, geophysics",Less than 20% (one day per week),Academia or research institute,1000 to 9999 employees,Strongly preferr open-source options,Weekly,Transparency and mathematical auditability of the underlying physics/algorithms,"Yes, multiple times",No,,,,,,,,,,,,,,,,,None,"I did not know, or was not sure, that I could contribute",,,Daily,8,"Yes, frequently",1,1,5,5,Skeptical / Risk-averse (Preferred proprietary alternatives due to liability concerns),None of the above,No,No,No,No,Moderately sustainable (Stable but reliant on a few key individuals/companies),Good survey
5/24/2026 5:43:29,Asia,"Applied sciences, eg economic geology, geophysics",I don't write or review code or documentation,Service or technology company,100 to 999 employees,Strongly prefer proprietary options,Rarely,"Better interoperability and alignment with open data standards, It was required by a client, partner, or academic collaborator",No,No,,,,,,,,,,,,,,,,,None,"Lack of institutional time, permission, or career incentives, Lack of clear developer documentation or onboarding guidance",,,Daily,4,"No, I don't code",4,4,4,5,Actively hostile (Explicitly banned or heavily discouraged),None of the above,"Yes, with positive effects on us","Yes, with positive effects on us","Yes, with positive effects on us","Yes, with negative effects on us",Fragile / At risk of severe maintainer burnout or code rot,
5/24/2026 7:53:05,Asia,"Applied sciences, eg economic geology, geophysics",Less than 20% (one day per week),Academia or research institute,10 000 or more employees,Strongly prefer proprietary options,Rarely,Cost / No licensing fees,Unsure,No,,,,,,,,,,,,,,,,,None,"I did not know, or was not sure, that I could contribute",,,Continuously,7,"Yes, frequently",5,5,5,5,Indifferent or unaware,None of the above,"Yes, with negative effects on us",No,"Yes, with negative effects on us",No,"Highly sustainable (Well-funded, robust contributor pipelines)",
5/24/2026 16:41:16,Europe,"Applied sciences, eg economic geology, geophysics",More than 50%,Academia or research institute,10 to 99 employees,Strongly preferr open-source options,Daily,"Cost / No licensing fees, Transparency and mathematical auditability of the underlying physics/algorithms, Extensibility (ability to write custom plugins/scripts)",No,"Yes, one","Yes, one",More than 5 others,Fully supported and done during my paid organizational working hours,Public academic grants or government-funded research initiatives,So-so,Hopeful,Hopeful,Hopeful,So-so,So-so,So-so,Nervous,So-so,So-so,Hopeful,Hopeful,3 to 5,"Overly complex contribution pipelines (e.g., confusing CLA sign-offs, rigid CI/CD testing)",A few of them,"Created issues or enhancment requests, Critical bug fixes, Improved existing tests, Added new tests",Rarely,3,"Yes, occasionally",3,3,2,3,Enthusiastic (Viewed as a core competitive advantage),"Expressed a preference for open source software, Defined a clear and visible open source strategy, Joined or associated with open source organizations, Funded open source (via foundation membership, sponsorship of individual developers, donations, etc), Explicitly provided engineering or infrastructure support to open source projects, Implemented an Open Source Program Office (OSPO) or similar open source team, Defined a public position on open source",No,No,No,No,"Highly sustainable (Well-funded, robust contributor pipelines)",
5/24/2026 23:42:34,Europe,"Software engineering, computer science, data science",More than 50%,Operating company,1000 to 9999 employees,Strongly preferr open-source options,Rarely,"Cost / No licensing fees, Extensibility (ability to write custom plugins/scripts), Better interoperability and alignment with open data standards",No,"Yes, more than one",No,There are no other core contributors,Entirely unsupported (done on my own personal/volunteer time),"Purely unfunded, volunteer in-kind developer time",Hopeful,So-so,Hopeful,Nervous,Hopeful,Excited or safe,Anxious or exposed,Nervous,Anxious or exposed,Nervous,Nervous,So-so,None,"No barriers, or the need did not arise",,,Continuously,10,"Yes, frequently",1,1,5,5,Indifferent or unaware,None of the above,"Yes, with negative effects on us","Yes, with positive effects on us",No,"Yes, with no effect on us",Fragile / At risk of severe maintainer burnout or code rot,
5/25/2026 21:30:24,North America,"Well / field / site related (operations, drilling)",Less than 20% (one day per week),Operating company,10 000 or more employees,Neutral / No weight,"Never, or I don't perform this kind of work",,,No,,,,,,,,,,,,,,,,,None,"Lack of institutional time, permission, or career incentives",,,Continuously,5,"Yes, occasionally",1,1,3,4,Skeptical / Risk-averse (Preferred proprietary alternatives due to liability concerns),None of the above,No,No,No,No,Fragile / At risk of severe maintainer burnout or code rot,
5/26/2026 9:32:13,Europe,"Applied sciences, eg economic geology, geophysics",Less than 20% (one day per week),Independent consultant or freelance,1 to 9 employees,Strongly preferr open-source options,Daily,"Transparency and mathematical auditability of the underlying physics/algorithms, Extensibility (ability to write custom plugins/scripts), Better interoperability and alignment with open data standards",No,"Yes, more than one",No,There are no other core contributors,Entirely unsupported (done on my own personal/volunteer time),Unknown or unsure,Anxious or exposed,So-so,So-so,Anxious or exposed,Nervous,Anxious or exposed,So-so,So-so,Nervous,So-so,Anxious or exposed,So-so,None,"Lack of institutional time, permission, or career incentives",,,Never,2,"No, I code but I don't use AI for programming tasks",5,5,2,1,Skeptical / Risk-averse (Preferred proprietary alternatives due to liability concerns),None of the above,No,No,No,No,Fragile / At risk of severe maintainer burnout or code rot,
5/26/2026 10:22:44,Europe,"Well / field / site related (operations, drilling)",Less than 20% (one day per week),Service or technology company,10 to 99 employees,Lean toward proprietary options,Rarely,"Transparency and mathematical auditability of the underlying physics/algorithms, Extensibility (ability to write custom plugins/scripts)",No,"Yes, one","Yes, one",There are no other core contributors,Partially supported (done occasionally/informally during working hours),"A single industry source, eg private company",Hopeful,Hopeful,Hopeful,Hopeful,Hopeful,Hopeful,Nervous,Nervous,So-so,So-so,So-so,So-so,None,"I did not know, or was not sure, that I could contribute, No barriers, or the need did not arise",,,Daily,6,"Yes, frequently",5,5,5,2,Indifferent or unaware,None of the above,"Yes, with negative effects on us",No,No,No,Moderately sustainable (Stable but reliant on a few key individuals/companies),
5/26/2026 14:35:49,Europe,"Applied sciences, eg economic geology, geophysics",I don't write or review code or documentation,Independent consultant or freelance,1 to 9 employees,Neutral / No weight,Rarely,Cost / No licensing fees,No,No,,,,,,,,,,,,,,,,,None,"Lack of institutional time, permission, or career incentives",,,Rarely,3,"Yes, occasionally",5,5,4,2,Skeptical / Risk-averse (Preferred proprietary alternatives due to liability concerns),None of the above,No,No,No,No,Fragile / At risk of severe maintainer burnout or code rot,
5/26/2026 16:10:43,Asia,"Applied sciences, eg economic geology, geophysics",More than 50%,Operating company,1000 to 9999 employees,Lean toward open-source options,Daily,"Cost / No licensing fees, Transparency and mathematical auditability of the underlying physics/algorithms, Extensibility (ability to write custom plugins/scripts)",No,No,,,,,,,,,,,,,,,,,None,"I did not know, or was not sure, that I could contribute",,,Daily,7,"Yes, frequently",3,3,5,5,"Supportive but passive (Permitted, but not actively strategized)",None of the above,"Yes, with negative effects on us",No,No,No,Moderately sustainable (Stable but reliant on a few key individuals/companies),Working on OpenSource Software builds trusts on the output as compared to closed software
5/26/2026 22:23:43,North America,"Applied sciences, eg economic geology, geophysics",I don't write or review code or documentation,Operating company,100 to 999 employees,Strongly prefer proprietary options,Rarely,Cost / No licensing fees,Unsure,No,,,,,,,,,,,,,,,,,None,"Lack of institutional time, permission, or career incentives",,,Daily,6,"Yes, occasionally",1,1,3,4,Indifferent or unaware,Joined or associated with open source organizations,No,No,No,No,Moderately sustainable (Stable but reliant on a few key individuals/companies),"Happy Birthday, Matt"
5/27/2026 1:53:15,North America,"Applied sciences, eg economic geology, geophysics",Between 20% and 50%,Government or regulatory body,1000 to 9999 employees,Strongly preferr open-source options,Daily,"Cost / No licensing fees, Transparency and mathematical auditability of the underlying physics/algorithms, Better interoperability and alignment with open data standards","Yes, multiple times","Yes, more than one","Yes, more than one",There are no other core contributors,Partially supported (done occasionally/informally during working hours),Public academic grants or government-funded research initiatives,Excited or safe,Hopeful,Nervous,Hopeful,Anxious or exposed,Anxious or exposed,So-so,So-so,So-so,So-so,Nervous,Nervous,None,"Lack of institutional time, permission, or career incentives, Overly complex contribution pipelines (e.g., confusing CLA sign-offs, rigid CI/CD testing), Lack of clear developer documentation or onboarding guidance",,,Rarely,3,"Yes, occasionally",5,5,3,3,"Supportive but passive (Permitted, but not actively strategized)","Expressed a preference for open source software, Defined a clear and visible open source strategy, Explicitly provided engineering or infrastructure support to open source projects, Defined a public position on open source","Yes, with negative effects on us",No,"Yes, with negative effects on us",No,Fragile / At risk of severe maintainer burnout or code rot,"There is a critical need to support common underlying libraries with goal toward long-term stability, maintainability, and interoperability.  One major concern of mine is a trend towards dependency on complex and rapidly changing tools that have short lifetimes, jeopardizing the long-term maintainability of projects.  However this work is often hard to sell because it is usually in the background and requires longer timelines compared to more downstream products that address immediately business needs.  "
5/28/2026 0:43:44,Africa / Middle East,"Software engineering, computer science, data science",Less than 20% (one day per week),Service or technology company,100 to 999 employees,Lean toward open-source options,Weekly,"Cost / No licensing fees, Transparency and mathematical auditability of the underlying physics/algorithms",No,No,,,,,,,,,,,,,,,,,1 or 2,"Lack of institutional time, permission, or career incentives, Lack of clear developer documentation or onboarding guidance",All of them,"Created issues or enhancment requests, Added new tests, Administrative support, fundraising, or project steering",Daily,6,"Yes, frequently",1,2,4,5,"Supportive but passive (Permitted, but not actively strategized)",None of the above,No,No,No,No,Moderately sustainable (Stable but reliant on a few key individuals/companies),"Matt, I just wanted to offer my support! You’re an open-source legend; as a geophysicist, I developed my career inspired by AgileScientific."
5/28/2026 12:48:45,North America,"Applied sciences, eg economic geology, geophysics",I don't write or review code or documentation,Service or technology company,10 000 or more employees,Neutral / No weight,Daily,Cost / No licensing fees,"Yes, multiple times",No,,,,,,,,,,,,,,,,,1 or 2,"No barriers, or the need did not arise",None of them,Critical bug fixes,Weekly,7,"No, I don't code",3,3,4,3,Skeptical / Risk-averse (Preferred proprietary alternatives due to liability concerns),None of the above,No,No,No,No,Moderately sustainable (Stable but reliant on a few key individuals/companies),Thank you for conducting this survey.
6/3/2026 17:38:45,North America,Computational Imaging and Machine Learning,I don't write or review code or documentation,Academia or research institute,1000 to 9999 employees,Strongly preferr open-source options,Daily,"Transparency and mathematical auditability of the underlying physics/algorithms, Better interoperability and alignment with open data standards, There are no proprietary alternatives",No,"Yes, more than one","Yes, more than one",2 to 5 others,Fully supported and done during my paid organizational working hours,Joint Industry Projects (JIPs) / Corporate consortiums,So-so,So-so,So-so,So-so,Hopeful,Hopeful,So-so,So-so,So-so,So-so,Anxious or exposed,Nervous,None,"Lack of institutional time, permission, or career incentives",,,Continuously,8,"Yes, occasionally",2,2,4,4,"Supportive but passive (Permitted, but not actively strategized)",Implemented an Open Source Program Office (OSPO) or similar open source team,No,No,No,No,Moderately sustainable (Stable but reliant on a few key individuals/companies),Next time please also have academicians in mind. I was not able to precisely answer several questions in my capacity as a university professor. Thanks.
6/5/2026 11:36:51,Europe,"Software engineering, computer science, data science",Between 20% and 50%,Government or regulatory body,100 to 999 employees,Strongly preferr open-source options,"Never, or I don't perform this kind of work",,,"Yes, more than one",No,2 to 5 others,Fully supported and done during my paid organizational working hours,Public academic grants or government-funded research initiatives,Hopeful,Hopeful,Hopeful,Hopeful,So-so,Hopeful,Nervous,Nervous,So-so,So-so,Nervous,So-so,1 or 2,"Lack of institutional time, permission, or career incentives",None of them,"Created issues or enhancment requests, Typos and small fixes to documentation, Non-critical bug fixes, Improved existing tests, Added new tests",Weekly,5,"Yes, occasionally",4,4,5,2,"Supportive but passive (Permitted, but not actively strategized)","Expressed a preference for open source software, Defined a clear and visible open source strategy, Joined or associated with open source organizations, Funded open source (via foundation membership, sponsorship of individual developers, donations, etc), Explicitly provided engineering or infrastructure support to open source projects",No,No,No,No,Moderately sustainable (Stable but reliant on a few key individuals/companies),"I don't work on sub-surface so some of my questions reflect the wider open-source geospatial community.

While we haven't had dependencies attacked, we now spend significant time updating dependencies where vulnerabilities have been identified."
6/6/2026 19:10:36,Europe,"Applied sciences, eg economic geology, geophysics",I don't write or review code or documentation,Academia or research institute,100 to 999 employees,Lean toward open-source options,Daily,"Cost / No licensing fees, Extensibility (ability to write custom plugins/scripts)",No,No,,,,,,,,,,,,,,,,,1 or 2,"Lack of institutional time, permission, or career incentives",None of them,"Created issues or enhancment requests, Typos and small fixes to documentation, More substantial fixes to documentation or comments",Weekly,6,"Yes, occasionally",3,3,5,4,Indifferent or unaware,None of the above,"Yes, with negative effects on us",No,No,No,Moderately sustainable (Stable but reliant on a few key individuals/companies),
6/7/2026 11:07:55,North America,"Software engineering, computer science, data science",More than 50%,Service or technology company,1 to 9 employees,Lean toward open-source options,Daily,"Transparency and mathematical auditability of the underlying physics/algorithms, Extensibility (ability to write custom plugins/scripts)",No,"Yes, more than one","Yes, more than one",2 to 5 others,Partially supported (done occasionally/informally during working hours),Public academic grants or government-funded research initiatives,Excited or safe,Hopeful,Hopeful,Hopeful,So-so,Hopeful,So-so,So-so,Excited or safe,Excited or safe,Excited or safe,Excited or safe,More than 10,"No barriers, or the need did not arise",Most of them,"Created issues or enhancment requests, Typos and small fixes to documentation, More substantial fixes to documentation or comments, Non-critical bug fixes, Critical bug fixes, Features, Improved existing tests, Added new tests, Data contributions, Structured user testing and feedback, CI/CD, infrastructure or devops support",Daily,5,"Yes, frequently",3,3,4,4,Enthusiastic (Viewed as a core competitive advantage),"Defined a clear and visible open source strategy, Joined or associated with open source organizations, Funded open source (via foundation membership, sponsorship of individual developers, donations, etc), Explicitly provided engineering or infrastructure support to open source projects, Defined a public position on open source",No,"Yes, with positive effects on us",No,No,Moderately sustainable (Stable but reliant on a few key individuals/companies),
6/7/2026 11:10:29,Africa / Middle East,"Applied sciences, eg economic geology, geophysics",More than 50%,Academia or research institute,10 000 or more employees,Strongly preferr open-source options,Daily,"Extensibility (ability to write custom plugins/scripts), Better interoperability and alignment with open data standards","Yes, multiple times","Yes, one","Yes, one",One other,Partially supported (done occasionally/informally during working hours),Unknown or unsure,Excited or safe,Excited or safe,Hopeful,Hopeful,Excited or safe,Excited or safe,Hopeful,Hopeful,Hopeful,Hopeful,So-so,Hopeful,1 or 2,"Lack of institutional time, permission, or career incentives, Lack of clear developer documentation or onboarding guidance",A few of them,"Created issues or enhancment requests, Typos and small fixes to documentation",Continuously,8,"Yes, frequently",3,3,3,3,Enthusiastic (Viewed as a core competitive advantage),None of the above,No,No,No,No,Moderately sustainable (Stable but reliant on a few key individuals/companies),
6/7/2026 11:35:16,Europe,"Software engineering, computer science, data science",More than 50%,Service or technology company,1 to 9 employees,Strongly preferr open-source options,Daily,"Cost / No licensing fees, Transparency and mathematical auditability of the underlying physics/algorithms, Extensibility (ability to write custom plugins/scripts)",No,"Yes, one","Yes, one",2 to 5 others,Fully supported and done during my paid organizational working hours,"A single industry source, eg private company",So-so,Hopeful,So-so,So-so,Hopeful,Excited or safe,Nervous,So-so,So-so,So-so,Excited or safe,Hopeful,None,"No barriers, or the need did not arise",,,Daily,4,"Yes, frequently",3,3,2,2,Enthusiastic (Viewed as a core competitive advantage),"Expressed a preference for open source software, Explicitly provided engineering or infrastructure support to open source projects, Defined a public position on open source",No,No,"Yes, with no effect on us","Yes, with negative effects on us",Moderately sustainable (Stable but reliant on a few key individuals/companies),
6/7/2026 14:45:12,Europe,"Software engineering, computer science, data science",Between 20% and 50%,ISV and academic,100 to 999 employees,Strongly preferr open-source options,Daily,"Transparency and mathematical auditability of the underlying physics/algorithms, Extensibility (ability to write custom plugins/scripts), Better interoperability and alignment with open data standards","Yes, multiple times","Yes, more than one","Yes, more than one",2 to 5 others,Fully supported and done during my paid organizational working hours,"A single industry source, eg private company",Excited or safe,Excited or safe,Excited or safe,Hopeful,So-so,Hopeful,Nervous,So-so,Hopeful,Hopeful,Excited or safe,Excited or safe,3 to 5,"No barriers, or the need did not arise",A few of them,"Created issues or enhancment requests, Typos and small fixes to documentation, More substantial fixes to documentation or comments, Non-critical bug fixes, Critical bug fixes, Features, Improved existing tests, Added new tests, Security-related input, CI/CD, infrastructure or devops support, Administrative support, fundraising, or project steering",Continuously,5,"Yes, frequently",4,4,4,4,Enthusiastic (Viewed as a core competitive advantage),"Expressed a preference for open source software, Defined a clear and visible open source strategy, Joined or associated with open source organizations, Funded open source (via foundation membership, sponsorship of individual developers, donations, etc), Explicitly provided engineering or infrastructure support to open source projects, Implemented an Open Source Program Office (OSPO) or similar open source team, Defined a public position on open source",No,No,No,No,"Highly sustainable (Well-funded, robust contributor pipelines)",
6/7/2026 15:35:02,South America,"Applied sciences, eg economic geology, geophysics",I don't write or review code or documentation,Operating company,100 to 999 employees,Lean toward open-source options,Monthly,Extensibility (ability to write custom plugins/scripts),Unsure,No,,,,,,,,,,,,,,,,,None,"Lack of institutional time, permission, or career incentives",,,Daily,7,"Yes, occasionally",3,3,4,5,Indifferent or unaware,None of the above,No,No,No,No,Fragile / At risk of severe maintainer burnout or code rot,
6/7/2026 15:56:59,Europe,"Applied sciences, eg economic geology, geophysics",Between 20% and 50%,Academia or research institute,10 to 99 employees,Lean toward open-source options,Daily,"Cost / No licensing fees, Transparency and mathematical auditability of the underlying physics/algorithms, Extensibility (ability to write custom plugins/scripts)",No,No,,,,,,,,,,,,,,,,,1 or 2,"I did not know, or was not sure, that I could contribute, Overly complex contribution pipelines (e.g., confusing CLA sign-offs, rigid CI/CD testing), Lack of clear developer documentation or onboarding guidance",All of them,"More substantial fixes to documentation or comments, Features",Weekly,7,"Yes, occasionally",4,4,4,4,"Supportive but passive (Permitted, but not actively strategized)","Expressed a preference for open source software, Defined a clear and visible open source strategy, Joined or associated with open source organizations",No,No,No,No,Fragile / At risk of severe maintainer burnout or code rot,